comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_correct,error_type,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant
Kenapa setelah di perbaharui akun gk bisa di buka,baharu akun tidak bisa buka,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.7184,6.16,5.0,Muhamadazzamkhalif Azzam,2026-04-12 13:52:02,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
bagus banget,bagus banget,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5719,5.72,5.0,Echa Hehe,2026-04-12 12:30:57,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.213,0.787,high,False
sangat puas,sangat puas,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,negative,-0.9493,1.15,5.0,Viky Bay,2026-04-12 12:18:07,0.0,Relevan dengan P1 (mudah digunakan),1,0.361,0.522,0.117,low,True
sangat membantu,sangat bantu,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5423,5.63,5.0,Siti Suryanti,2026-04-12 11:43:34,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.222,0.778,high,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5423,5.63,4.0,Monalisa Bj,2026-04-12 11:36:53,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
gampang buat cek/claim saldo,gampang buat cek claim saldo,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,negative,-0.296,3.11,5.0,rafli ramadhan,2026-04-12 10:06:53,0.0,Relevan dengan P1 (mudah digunakan),1,0.524,0.476,0.0,moderate,True
bgus banget,bgus banget,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.2023,3.39,4.0,Ilham Syhputra,2026-04-12 09:03:11,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.208,0.66,0.132,moderate,False
Semua cara udah dicoba tapi tetep gabisa buka aplikasinya.,semua cara udah coba tetep tidak bisa buka aplikasi,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.4588,5.38,1.0,razqia fatihah azzahrah,2026-04-12 08:57:18,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
peyananan sangat cepat,peyananan sangat cepat,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5267,5.58,5.0,Nia Marnia,2026-04-12 08:02:05,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
lebih mudah ngcek saldonya..,lebih mudah ngcek saldo,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,positive,0.5574,5.67,4.0,Jaenudin Djae,2026-04-12 06:01:30,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.217,0.783,high,True
cepat proses nya,cepat proses nya,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.4215,5.26,5.0,Paulusman Gulo,2026-04-12 05:46:56,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
mudah dan cepat,mudah cepat,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,neutral,0.0,4.0,5.0,Kamal Base,2026-04-12 03:22:24,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,True
pelayanan cepat & mudah,layan cepat mudah,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,neutral,0.0,4.0,5.0,Aulia Rahmaniati,2026-04-12 00:33:29,0.0,Relevan dengan P1 dan P3,3,0.0,1.0,0.0,moderate,True
sangat Bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Asrul Faizal,2026-04-11 22:33:07,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
bagus aplikasinya,bagus aplikasi,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5423,5.63,5.0,Penihas Napa,2026-04-11 20:21:51,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.222,0.778,high,False
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.8807,6.64,5.0,Alias Yas,2026-04-11 15:38:28,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.133,0.424,0.442,high,False
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5859,5.76,5.0,Yanto Spt,2026-04-11 14:24:12,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
sangat bgus,sangat bgus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.7096,1.87,5.0,Danur,2026-04-11 13:06:10,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.724,0.115,0.161,low,False
"mantap aplikasi, mempermudah",mantap aplikasi mudah,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,positive,0.5267,5.58,5.0,Tony Kurniawan,2026-04-11 11:08:20,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True
sangat membantu dan mudah,sangat bantu mudah,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,negative,-0.5106,2.47,5.0,Ayi Tamara,2026-04-11 10:37:11,0.0,Tidak relevan dengan pertanyaan manapun,0,0.403,0.366,0.23,low,True
propesional,propesional,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.4588,5.38,5.0,Rudiorland Sitohang,2026-04-11 09:38:52,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
"JMO mohon bantuannya selalu berhenti dan tidak bisa diakses Mental"" terus",jmo mohon bantu selalu henti tidak bisa akses mental terus,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,neutral,0.0,4.0,5.0,Abraham Iyus,2026-04-11 09:13:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
cepat tepat,cepat tepat,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5267,5.58,5.0,Fefi Cahyadi,2026-04-11 08:56:25,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
a good aplication,a good aplication,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.7783,6.33,5.0,Subono Hutagalung,2026-04-11 07:26:18,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.125,0.659,0.216,high,False
"bagus, mudah dan lancar",bagus mudah lancar,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,PERDI ALAMSYAH,2026-04-11 04:43:33,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
sangat membantu dalam proses klaim JHT,sangat bantu proses klaim jht,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,negative,-0.5267,2.42,5.0,hepianus laia,2026-04-11 03:23:22,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.355,0.645,0.0,low,True
sering ngbug ga bisa di bkak kdang bisa kadang ga bisa,sering ngbug tidak bisa bkak kdang bisa kadang tidak bisa,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,neutral,0.0,4.0,1.0,Arifin 123,2026-04-11 03:07:54,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
sangat bagusss,sangat bagusss,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,bayu bayusyahputra,2026-04-11 02:56:47,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.541,0.459,high,False
sanagt puas,sanagt puas,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Farlan Abas,2026-04-11 01:58:56,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
memudahkan pengguna,mudah guna,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,neutral,0.0,4.0,5.0,Dani Wulandari,2026-04-11 01:42:56,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,True
sangat mudah untuk proses pencairan BPJS ketenagakerjaan,sangat mudah proses cair bpjs ketenagakerjaan,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.4588,5.38,5.0,Alpin Sahrudin,2026-04-11 01:38:46,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
Program layanan sangat baik dan Pelayanan di Kantor kepada Peserta baik. terimakasih,program layan sangat baik layan kantor baik terimakasih,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.6369,5.91,5.0,Ceceine,2026-04-11 00:36:15,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True
mudah dan sangat membantu,mudah sangat bantu,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.743,6.23,5.0,Anto Renang,2026-04-10 23:22:20,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.12,0.88,high,True
Proses pengajuan klaim cepat,proses aju klaim cepat,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,negative,-0.5106,2.47,5.0,Ade Dedi,2026-04-10 23:21:24,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.204,0.718,0.077,low,True
bermanfaat,manfaat,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,neutral,0.0,4.0,5.0,Deddy,2026-04-10 21:28:53,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,0.0,moderate,True
saya mau cek nmr BPJS Saya,mau cek nmr bpjs,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5859,5.76,5.0,Nursaeni Saeni,2026-04-10 19:04:24,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
tidak bisa dibuka aplikasinya,tidak bisa buka aplikasi,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5859,5.76,1.0,Marheni Heni,2026-04-10 15:41:07,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.208,0.792,high,True
"setelah diupdate malah tidak bisa login, padahal email dan password sudah benar,, aplikasi tidak merespons tombol login nya,,, mohon perbaiki",diupdate malah tidak bisa login padahal email password benar aplikasi tidak respons tombol login nya mohon baik,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.7184,6.16,2.0,wisnu anjaswara,2026-04-10 15:16:56,3.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.5,0.5,high,True
"sangat baik, semoga aplikasi nya semakin maju dan baik lagi",sangat baik moga aplikasi nya makin maju baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.8402,6.52,5.0,Lukman Scoopy,2026-04-10 15:09:52,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.312,0.688,high,False
sangat puas dengan adanya aplikasi ini,sangat puas aplikasi,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.4404,5.32,5.0,Ahmad Dzaki,2026-04-10 15:03:30,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
sangat membantu,sangat bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5859,5.76,5.0,Sulis Sulis,2026-04-10 14:12:36,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.345,0.655,high,True
"kenapa malah gbs login setelah diperbaharui.. pswd,email sdh sesuai dan benar.. bbrp kali d coba ttp gagal",malah gbs login baharu pswd email sdh sesuai benar bbrp kali d coba ttp gagal,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.4215,5.26,1.0,Rahmad Budiawan,2026-04-10 12:54:51,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
"jmo sangat membantu, goodluck",jmo sangat bantu goodluck,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.5719,5.72,5.0,Fransiskus Danu,2026-04-10 12:21:26,0.0,Relevan dengan P1 dan P3,3,0.0,0.46,0.54,high,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4404,5.32,5.0,FUAD (Ad),2026-04-10 11:56:29,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.256,0.744,high,False
kenap ga bisa log in??,kenap tidak bisa log in,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.1027,3.69,4.0,Rufy Pratama,2026-04-10 11:32:08,0.0,Tidak relevan dengan pertanyaan manapun,0,0.42,0.1,0.48,moderate,True
bagus tapi login gagal mulu,bagus login gagal mulu,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.4588,5.38,5.0,Nurhasanah Mahidin,2026-04-10 11:22:31,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.4,0.6,high,True
baik layanan nya.,baik layan nya,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,neutral,0.0,4.0,5.0,Darma Elvi,2026-04-10 11:14:15,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.286,0.429,0.286,moderate,True
"trimakasih BPJS ketenagakerjaan, saya sudah di rawat dengan baik sampai sembuh di RS Lirboyo",trimakasih bpjs ketenagakerjaan rawat baik sembuh rs lirboyo,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_3_predicted_0,positive,0.5859,5.76,5.0,Muhammad FatihARY,2026-04-10 11:09:27,0.0,Relevan dengan P1 dan P3,3,0.0,0.208,0.792,high,False
sangat puas dengan pelayanan aplikasi ini,sangat puas layan aplikasi,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5859,5.76,5.0,Entelina Butarbutar,2026-04-10 10:43:33,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
"apakah JMO sedang eror??setiap mau buka pasti muncul tulisan ""layanan JMO terhenti"" padahal saya sudah download baru pun masih seperti itu. mohon pencerahannya 🙏",jmo sedang error tiap mau buka muncul tulis layan jmo henti padahal download baru mohon cerah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5574,5.67,2.0,Putri Shy,2026-04-10 10:31:45,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.357,0.643,high,True
"terimakasih, sangat membantu dan mudah",terimakasih sangat bantu mudah,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.4215,5.26,5.0,nuari osha,2026-04-10 09:56:04,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True
"pelayan nya sangat baik,mudah di pahami dan petugas nya ramah",layan nya sangat baik mudah paham tugas nya ramah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.9584,1.12,5.0,Mama Hansen,2026-04-10 09:26:26,0.0,Tidak relevan dengan pertanyaan manapun,0,0.398,0.455,0.147,low,True
"mantap,lancar selalu",mantap lancar selalu,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.8225,6.47,5.0,Fiki Psb,2026-04-10 09:16:41,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
aplikasinya bagus,aplikasi bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Agung Sandi,2026-04-10 09:01:07,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
apk nya tidak bisa di buka,aplikasi nya tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5267,5.58,5.0,Bandung Juara,2026-04-10 05:59:25,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.227,0.773,high,True
Sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5574,5.67,5.0,Vivi Djie,2026-04-10 05:49:31,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False
sangat mudah dan cepat,sangat mudah cepat,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.8225,6.47,5.0,Samsul Brn,2026-04-10 05:05:29,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
sangat membantu dan memudahkan,sangat bantu mudah,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.7351,6.21,5.0,Tariq Aziz,2026-04-10 04:55:41,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.455,0.545,high,True
aplikasi gk jelas,aplikasi tidak jelas,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,negative,-0.7506,1.75,5.0,Nining Zulkarnaini,2026-04-10 04:48:37,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.561,0.439,0.0,low,True
pelayanan bagus di bpjstk dibabtu satpam. tks,layan bagus bpjstk dibabtu satpam tks,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,neutral,0.0,4.0,5.0,Edi Narsen,2026-04-10 03:46:57,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.7783,6.33,5.0,Memy Tety,2026-04-10 02:40:53,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.205,0.181,0.614,high,False
Good app👍,good aplikasi,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4404,5.32,5.0,Irfan Safrizal,2026-04-10 01:30:17,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
mudah digunakan untuk mendapatkan informasi program Jamsostek,mudah guna informasi program jamsostek,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5859,5.76,5.0,kodrat syah,2026-04-10 00:59:17,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.612,0.388,high,True
aplikasi jmo sangat mempermudah dan staffnya sangat ramah,aplikasi jmo sangat mudah staffnya sangat ramah,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.4404,5.32,5.0,Arya Eka pattaka,2026-04-10 00:39:53,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,4.0,Kamto Den,2026-04-10 00:39:03,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
mudah dan cepat di pahami tidak ribet,mudah cepat paham tidak ribet,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.5574,5.67,5.0,geri,2026-04-09 23:59:28,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.357,0.643,high,True
sangat baik dan bagus pelayanan nya 😍😍🥰,sangat baik bagus layan nya,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5574,5.67,5.0,nana kaban,2026-04-09 16:39:04,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Aldi Ansyah,2026-04-09 15:08:19,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,negative,-0.5106,2.47,5.0,Irwan Grab,2026-04-09 14:44:46,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.457,0.37,0.173,low,False
suka bug apk nya gk bs login,suka bug aplikasi nya tidak bs login,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.1027,3.69,4.0,ꉔ. Boa,2026-04-09 13:29:15,0.0,Tidak relevan dengan pertanyaan manapun,0,0.275,0.5,0.225,moderate,True
kenapa aplikasi ini tidak bisa di pakai di hp huawei,aplikasi tidak bisa pakai hp huawei,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.8957,6.69,5.0,Mizz Mey,2026-04-09 13:16:06,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
LANCAR NGGA RIBET BISA CEK SALDO JUGA,lancar tidak ribet bisa cek saldo,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,negative,-0.2023,3.39,5.0,Bunda Key,2026-04-09 13:06:26,0.0,Relevan dengan P1 (mudah digunakan),1,0.229,0.625,0.146,moderate,True
"bagaimana apl jmo saya mental,tidak bisa dibuka sekarang...",bagaimana apl jmo mental tidak bisa buka sekarang,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.7269,1.82,5.0,M.nur Rasyid,2026-04-09 12:53:26,0.0,Tidak relevan dengan pertanyaan manapun,0,0.758,0.101,0.141,low,True
"kenapa sekarang login susah banget saya kira ga bsa di klik login, tapi buat daftar bisa aja, agak gimana gitu",sekarang login susah banget kira tidak bsa klik login buat daftar bisa aja gimana gitu,0,1,1,Usefulness,2,Ease of Use,False,actual_1_predicted_2,neutral,0.0,4.0,3.0,Santoso,2026-04-09 12:49:57,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,True
"jmo selalu tidak menanggapi, sampai hp saya saya reset pun tetap tidak bisa",jmo selalu tidak tanggap hp reset tetap tidak bisa,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5267,5.58,1.0,Jayadi Imelda,2026-04-09 12:42:50,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
"sudah pulahan kali saya coba, malahan tidak bisa masuk. no nik dan no KPJ sdh dimasukan tapi keterangannya no KTP dan no KPJ tidak sesuai. Tapi saya coba daftar baru, jadi yg muncul, anda sudah tidak terdaftar. tapi sy tidak Bisak melanjutkan buka aplikasi untuk cek saldo saya. ini malahan tambah ribet.",pulahan kali coba malah tidak bisa masuk no nik no kpj sdh masuk terang no ktp no kpj tidak sesuai coba daftar baru jadi yg muncul tidak daftar sy tidak bisak lanjut buka aplikasi cek saldo malah tambah ribet,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.5267,5.58,1.0,Sukarmin Amel23,2026-04-09 11:53:58,1.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.227,0.773,high,True
ini sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,muhammad ktt,2026-04-09 11:32:16,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
sangat bagus infonya akurat,sangat bagus info akurat,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.6369,5.91,5.0,Agus Riawan,2026-04-09 10:25:19,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True
pelayan baik,layan baik,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5574,5.67,5.0,Andi Hamadyani,2026-04-09 09:43:16,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.455,0.545,high,True
pelayanan bagus,layan bagus,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,negative,-0.7096,1.87,5.0,Reky Eka,2026-04-09 09:42:09,0.0,Relevan dengan P1 (mudah digunakan),1,0.385,0.615,0.0,low,True
