rating,user,date,comment,likes,label UMUX,label,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,clean_text,predicted_umux_label,predicted_umux_dimension,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_category,umux_lite_score_1_7,umux_score_category,is_umux_relevant
5.0,lompohpingwin13 1927,2026-04-06 09:53:38,enak,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,enak,2,Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
4.0,eko Wardoyo,2026-04-06 09:28:23,Saat ini masih terlihat aman dan mudah2an pelayananya makin baik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,lihat aman mudah an pelayananya makin baik,1,Usefulness,0.0,0.213,0.787,0.5719,positive,5.72,high,True
5.0,Ahmad Rohman,2026-04-06 09:22:19,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.16,0.84,0.8885,positive,6.67,high,False
5.0,debby heru,2026-04-06 09:17:51,sangat lancar,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat lancar,1,Usefulness,0.048,0.49,0.462,0.9779,positive,6.93,high,True
5.0,Akhmad Khaerudin,2026-04-06 09:13:41,sangat bermanfaat sekali dan mudah digunakan,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat manfaat sekali mudah guna,3,Usefulness + Ease of Use,0.0,0.25,0.75,0.4588,positive,5.38,high,True
1.0,Dimas Imansyah,2026-04-06 09:01:59,para admin nya slow respon untuk pencairan JHT padahal dukumen sudah lengkap di kirim kan email jam segini di suruh nunggu beberapa hari malah jauh dari entimasi saya disuruh nunggu 5 hari kerja untuk pencairan padahal saldo di bawah 10jt lah malah udah lebih 1 hari kata adminnya dalam lima hari tidak cair hubungi nomor ini di hubungi dak ada respon tapi kalo lewat calo cepat satset satset cair gimana ini konsep nya,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,admin nya slow respon cair jht padahal dukumen lengkap kirim kan email jam gin suruh nunggu beberapa hari malah jauh entimasi suruh nunggu hari kerja cair padahal saldo bawah jt lah malah udah lebih hari kata adminnya lima hari tidak cair hubung nomor hubung dak respon kalo lewat calo cepat satset satset cair gimana konsep nya,0,Tidak relevan dengan UMUX-Lite,0.0,0.102,0.898,0.8316,positive,6.49,high,False
5.0,Muhammad Afdan,2026-04-06 08:58:50,sangat baik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.417,0.486,0.097,-0.6808,negative,1.96,low,False
2.0,Muhammad Nursahid,2026-04-06 08:58:43,semoga dipermudah dalam mencairkan saldo,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,moga mudah cair saldo,3,Usefulness + Ease of Use,0.0,0.345,0.655,0.5859,positive,5.76,high,True
5.0,Sahlan Saja,2026-04-06 08:57:54,Jmo nya ga bisa kebuka apanya ia apa dah di blokir dari pusatnya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,jmo nya tidak bisa buka apa apa dah blokir pusat,1,Usefulness,0.0,0.0,1.0,0.7506,positive,6.25,high,True
5.0,Bakarbessy Hape,2026-04-06 08:30:19,mantap sangat mambantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap sangat mambantu,1,Usefulness,0.0,0.357,0.643,0.5574,positive,5.67,high,True
5.0,Nur Tarjo,2026-04-06 08:14:02,"baik,bagus.",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik bagus,1,Usefulness,0.0,0.092,0.908,0.872,positive,6.62,high,True
5.0,Harry Nugraha,2026-04-06 08:10:28,aplikasi sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sangat bantu,1,Usefulness,0.291,0.579,0.13,-0.9393,negative,1.18,low,True
5.0,Avriliano Widyaksa,2026-04-06 08:09:15,"pencairan jmo cepat, terimakasih",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,cair jmo cepat terimakasih,2,Ease of Use,0.0,0.345,0.655,0.5859,positive,5.76,high,True
1.0,Suzie Cantik,2026-04-06 08:01:06,"Aneh tapi nyata. mau cairkan duit sendiri aja susah nya minta ampun.kalau ditanya kami hanya jalan kan sop. kan ada nik KTP. kalau dah bekerja lama wktu lajang, banyak pekerjaan yg dilalui, kemudian dapat job baru. atau dokumen hilang. pas mau cairkan jmo modal KTP doank gk bisa,itu kan duit kami, alasan harus sop lah. trus saldo itu kemana nntinya? hanya kalian lah yang tau itu. Indonesia kayak ginilah, PARAH. ditanya solusi, gk ada...",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aneh nyata mau cair duit sendiri aja susah nya minta ampun kalau tanya jalan kan sop kan nik ktp kalau dah kerja lama wktu lajang banyak kerja yg lalu kemudian job baru dokumen hilang pas mau cair jmo modal ktp doank tidak bisa kan duit alas sop lah trus saldo mana nntinya kalian lah tau indonesia kayak gin parah tanya solusi tidak,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Yogi Pratama,2026-04-06 07:57:40,sangat mudah dan bermaanpaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat mudah bermaanpaat,2,Ease of Use,0.0,0.0,1.0,0.4588,positive,5.38,high,True
5.0,Diana Agustianisah,2026-04-06 07:56:02,mantab,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.125,0.875,0.7906,positive,6.37,high,False
5.0,Agus Sitinjak,2026-04-06 07:46:51,terbaik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.238,0.762,0.4939,positive,5.48,high,False
5.0,Mas Yudi onix,2026-04-06 07:46:51,istimewa sangat responsif,0.0,Relevan dengan P1 dan P3,3,1,1,3,istimewa sangat responsif,1,Usefulness,0.0,0.0,1.0,0.8176,positive,6.45,high,True
5.0,Ekoz Setiawan,2026-04-06 07:40:35,sangat informatif,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat informatif,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Beni Utari,2026-04-06 07:36:31,"lancar, mantap",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,lancar mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Phatma Prasetiyo,2026-04-06 07:31:58,okeh,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,okeh,0,Tidak relevan dengan UMUX-Lite,0.639,0.0,0.361,-0.4019,negative,2.79,low,False
5.0,Venzo YouTube,2026-04-06 07:27:43,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Fajar Agus,2026-04-06 07:25:51,cepat dan gk ribet,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,cepat tidak ribet,1,Usefulness,0.0,0.446,0.554,0.8271,positive,6.48,high,True
5.0,Mutmainnah Rahman,2026-04-06 07:19:29,sangat memuaskan pelayanan dan aplikasinya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat muas layan aplikasi,1,Usefulness,0.0,0.213,0.787,0.8126,positive,6.44,high,True
5.0,Amri Simbolon,2026-04-06 07:07:46,semoga tetap membantu bersama rakyat mempermudah golongan pekerja dalam hal iuran dan penarikan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,moga tetap bantu sama rakyat mudah golong kerja iur tari,0,Tidak relevan dengan UMUX-Lite,0.0,0.256,0.744,0.4404,positive,5.32,high,False
5.0,Elsa Yulia,2026-04-06 07:01:19,sangat amad membantu dan mempermudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat amad bantu mudah,3,Usefulness + Ease of Use,0.152,0.52,0.328,0.5267,positive,5.58,high,True
5.0,Noerhadi Adi,2026-04-06 07:00:45,good job,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,good job,0,Tidak relevan dengan UMUX-Lite,0.0,0.119,0.881,0.8126,positive,6.44,high,False
5.0,Sudiyono Yono,2026-04-06 06:54:42,"kalo bisa di permudah pinjaman di jmo , saya pernah mengajukan pinjaman untuk renovasi rumah tapi sulit , begitu ke bank BTN di lempar sana sini , terimakasih 🙏🙏🙏",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,kalo bisa mudah pinjam jmo pernah aju pinjam renovasi rumah sulit bank btn lempar sana sini terimakasih,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Tio Ardi,2026-04-06 06:53:58,sangat membantu & mudah,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu mudah,3,Usefulness + Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Ku Dachi,2026-04-06 06:47:59,baguss,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baguss,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Muhamad Ishak,2026-04-06 06:44:37,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.353,0.45,0.197,-0.7579,negative,1.73,low,False
4.0,Surya Dharma,2026-04-06 06:29:40,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.4588,positive,5.38,high,True
1.0,suhendra h3ndra,2026-04-06 06:25:02,"abis update malah ga bisa login aplikasi butut,bukan hanya aplilkasi terbaru tapi udh beberapa x hapus download buat login makin susah gembel",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,abis update malah tidak bisa login aplikasi butut bukan aplilkasi baru udh beberapa x hapus download buat login makin susah gembel,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
5.0,Hanaaa 2906,2026-04-06 06:20:11,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4215,positive,5.26,high,False
5.0,sofyan renoat,2026-04-06 06:12:28,sangat baik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.349,0.651,0.0,-0.7096,negative,1.87,low,False
5.0,Piyan Sopiyan,2026-04-06 06:12:04,nice,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,nice,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,0.0,0.0,neutral,4.0,moderate,False
1.0,Wahyudi Wahyudi,2026-04-06 06:07:09,"layanan 175 cso nya ga bisa dihubungi, mau tanya nomor kepesertaan aja susah bener di puter2.",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,layan cso nya tidak bisa hubung mau tanya nomor aja susah bener puter,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Fakhri Mfakhri,2026-04-06 06:07:08,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.345,0.655,0.5859,positive,5.76,high,False
5.0,Ahmad Firman Fernanda,2026-04-06 06:05:13,👍,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Ambulance RSUD Cideres,2026-04-06 06:03:44,sangat memudahkan sekali,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat mudah sekali,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Apri Yant,2026-04-06 05:56:24,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.309,0.399,0.293,-0.3818,negative,2.85,low,False
5.0,Fikri Gogon,2026-04-06 05:48:40,mental2 mulu kenapa ya,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mental mulu,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
4.0,Rima Apriliani,2026-04-06 05:33:36,"waktu itu ada kendala , karena saya resign mengundurkan diri sendiri , tapi pas waktu claim JHT yg keluar PHK , itu agak membuat saya kesulitan , tapi hari ini tgl 6/04/2026 , saya Kalim JHT tidak dari5menint sudah langsung cair Alhamdulillah",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,waktu kendala resign undur diri sendiri pas waktu claim jht yg keluar phk buat sulit hari tgl kalim jht tidak menint langsung cair alhamdulillah,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Liska Yanti Pasaribu,2026-04-06 05:29:05,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.302,0.577,0.121,-0.765,negative,1.71,low,False
5.0,Revs you heart,2026-04-06 05:24:59,sangat membantu,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat bantu,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True
1.0,Andrian Hanip,2026-04-06 05:22:01,RSJH tidak bisa di buka. saldo pembayaran tidak bisa di liat claim BPJS TK tidak bisa padahal sudah non aktif WA tidak memberi solusi pengajuan via lapak asik pun sama 175 tidak bisa di hubungi,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,rsjh tidak bisa buka saldo bayar tidak bisa liat claim bpjs tk tidak bisa padahal non aktif wa tidak beri solusi aju via lapak asik sama tidak bisa hubung,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
4.0,Dona Doni Doni,2026-04-06 05:20:52,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
5.0,gass jbi79,2026-04-06 05:20:51,muaaantaaaaaaaap'eeee,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,muaaantaaaaaaaap eeee,0,Tidak relevan dengan UMUX-Lite,0.8,0.2,0.0,-0.6124,negative,2.16,low,False
5.0,Syahril Kaka,2026-04-06 05:11:35,sangat baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.137,0.863,0.6486,positive,5.95,high,False
1.0,Mahrus Ramadhan,2026-04-06 05:09:09,aplikasi busuk,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi busuk,0,Tidak relevan dengan UMUX-Lite,0.0,0.233,0.767,0.765,positive,6.29,high,False
5.0,Abdul Kohar,2026-04-06 05:07:56,Alhamdulillah bisa lihat JHT,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,alhamdulillah bisa lihat jht,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Claudya Hendrik01,2026-04-06 05:06:10,sangat membantu dan merespon dengan baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat bantu merespon baik,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Alitalita02 Rohman,2026-04-06 04:51:23,pelayanan bagus,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,layan bagus,1,Usefulness,1.0,0.0,0.0,-0.6369,negative,2.09,low,True
5.0,Apud Waripudin,2026-04-06 04:49:44,memuaskan,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,muas,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True
3.0,Ical Roncali,2026-04-06 04:45:53,agak memperumit customer,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,rumit customer,0,Tidak relevan dengan UMUX-Lite,0.585,0.283,0.132,-0.7003,negative,1.9,low,False
5.0,Vivid Arvi,2026-04-06 04:45:44,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
1.0,Predi Andeska,2026-04-06 04:45:08,"sangat buruk, tidak bisa di buka aplikasinya..",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat buruk tidak bisa buka aplikasi,0,Tidak relevan dengan UMUX-Lite,0.307,0.693,0.0,-0.2732,negative,3.18,moderate,False
5.0,Roby Pratama,2026-04-06 04:39:53,sangat bagus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.121,0.606,0.273,0.6705,positive,6.01,high,False
5.0,Teguh Irwan,2026-04-06 04:38:06,min apakah bisa riset akun JMO secara mandiri tanpa ke kantor🙏,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,min bisa riset akun jmo cara mandiri tanpa kantor,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.8074,positive,6.42,high,False
1.0,michael hidayat,2026-04-06 04:36:29,"sampai saat ini aplikasi jmo sy mental terus TDK bisa d buka ,padahal aplikasi Sudah yg terbaru ,mohon bantuannya?trimakasih atas nama MULYANA HIDAYAT bekerja di PT Nusapala group.m9hon d bantu",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi jmo sy mental terus tidak bisa d buka padahal aplikasi yg baru mohon bantu trimakasih atas nama mulyana hidayat kerja pt nusapala group m hon d bantu,0,Tidak relevan dengan UMUX-Lite,0.31,0.493,0.197,-0.3818,negative,2.85,low,False
5.0,Adi Igory,2026-04-06 04:35:36,mudah dan cepat,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah cepat,3,Usefulness + Ease of Use,0.0,0.25,0.75,0.4588,positive,5.38,high,True
3.0,wirah love,2026-04-06 04:34:50,"kenapa aplikasi jmo saya tidak bisa dibuka sama sekali,tiap dibuka pasti keluar terus..",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi jmo tidak bisa buka sama sekali tiap buka keluar terus,2,Ease of Use,0.12,0.543,0.337,0.4588,positive,5.38,high,True
5.0,Ade Hyu,2026-04-06 04:32:23,sangat baik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
1.0,Min Muna,2026-04-06 04:15:02,"katanya cari in uangnya gratis tidak dipungut biaya 1 persen pun, tapi pas udah cair malah di potong 85200",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,kata cari in uang gratis tidak pungut biaya persen pas udah cair malah potong,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Syafri,2026-04-06 04:14:39,sangat bagus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.222,0.778,0.7906,positive,6.37,high,False
5.0,Fauzidane Farros,2026-04-06 04:14:02,mwuahh 😘,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mwuahh,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Adrian Benjamin,2026-04-06 04:13:33,sangat bagus dan membantu sekali,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus bantu sekali,1,Usefulness,0.321,0.377,0.302,-0.296,negative,3.11,moderate,True
5.0,Zero Twelve,2026-04-06 04:12:41,pelayanan ramah,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,layan ramah,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
3.0,itsuya saya,2026-04-06 04:10:48,panjang prosedurnya dan lama menunggu notifikasi pengkinian data,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,panjang prosedur lama tunggu notifikasi kini data,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.7906,positive,6.37,high,False
5.0,Tantan Hadiyansyah,2026-04-06 04:09:47,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.571,0.429,0.4588,positive,5.38,high,False
5.0,Ammya Shafa Saufani,2026-04-06 04:08:44,mudah di gunakan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah guna,2,Ease of Use,0.0,0.152,0.848,0.6808,positive,6.04,high,True
5.0,Mulyaroh,2026-04-06 04:05:25,jmo layanan yg baik dan terpecaya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,jmo layan yg baik terpecaya,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Rozi Hamdani,2026-04-06 04:02:51,proses nya mudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,proses nya mudah,2,Ease of Use,0.0,0.256,0.744,0.4404,positive,5.32,high,True
5.0,Duma Yuda,2026-04-06 04:01:11,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.227,0.773,0.5267,positive,5.58,high,True
5.0,Reny Liaaà,2026-04-06 03:59:21,good lahh,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,good lahh,1,Usefulness,0.0,0.222,0.778,0.5423,positive,5.63,high,True
5.0,Petrus donres Hutagalung,2026-04-06 03:55:51,sangat bagus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Herwin Sutopo,2026-04-06 03:55:24,sangat bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat manfaat,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Hus Sain,2026-04-06 03:54:25,sangat bagus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus,0,Tidak relevan dengan UMUX-Lite,0.58,0.247,0.173,-0.5106,negative,2.47,low,False
4.0,Syamsul Ancu,2026-04-06 03:40:49,ok,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,,0,Tidak relevan dengan UMUX-Lite,0.0,0.159,0.841,0.6486,positive,5.95,high,False
1.0,Miftah Hasan,2026-04-06 03:33:33,Tidak dapat terhubung ke server saat pengkinian data.,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak hubung server kini data,0,Tidak relevan dengan UMUX-Lite,0.0,0.811,0.189,0.1027,positive,4.31,moderate,False
5.0,Imam Sulaiman,2026-04-06 03:29:14,sangat cepat prosesnya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat cepat proses,1,Usefulness,0.0,0.0,1.0,0.5267,positive,5.58,high,True
1.0,Dwi Yanto,2026-04-06 03:29:07,"aplikasi ti dak bisa dibuka, mohon solusi",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi ti dak bisa buka mohon solusi,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Taufik Riyanto,2026-04-06 03:28:13,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Fhan Rubah,2026-04-06 03:25:32,sngat bgus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sngat bgus,1,Usefulness,0.138,0.438,0.425,0.6808,positive,6.04,high,True
5.0,Herdianto Spt,2026-04-06 03:25:00,👍👍👍👍👍,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.125,0.875,0.7906,positive,6.37,high,False
1.0,Fitri Handayani,2026-04-06 03:21:31,"tolong aplikasi diperbarui, soalnya jaringan bagus tapi aplikasi tidak bisa terhubung. apalagi di saat pencairan",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi baru soal jaring bagus aplikasi tidak bisa hubung cair,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Abi Kece,2026-04-06 03:17:41,ok. bagus sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus sangat bantu,1,Usefulness,0.302,0.314,0.384,0.34,positive,5.02,high,True
5.0,Sidik,2026-04-06 03:16:55,sangat memuasakan,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat puasa,1,Usefulness,0.349,0.651,0.0,-0.7096,negative,1.87,low,True
1.0,Muhamad Iqbal,2026-04-06 03:10:13,"pelayanan bagus , aplikasi susah klaim gangguan Mulu😐 proses pembayaran ny lama banget dari tgl 1 pengajuan belum masuk juga sampai sekarang, gimana ini? katanya lebih mudah lebih cepat !!!!",2.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,layan bagus aplikasi susah klaim ganggu mulu proses bayar ny lama banget tgl aju belum masuk sekarang gimana kata lebih mudah lebih cepat,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
1.0,Tyearbs,2026-04-06 02:59:57,"buat vertifikasi nomor susah ny minta ampun, aplikasi buatan pemerintah gk ada yg beres",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,buat vertifikasi nomor susah ny minta ampun aplikasi buat perintah tidak yg beres,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
5.0,verboys,2026-04-06 02:59:12,ok mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.263,0.737,0.6808,positive,6.04,high,False
5.0,Edi Kurniawan,2026-04-06 02:58:19,sangat baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat baik,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
